rental_id,rental_date,return_date,rental_days,customer_id,customer_name,store_id,store_location,film_id,film_title,category_id,category_name,payment_id,payment_date,payment_amount
2747,"2005-06-19 16:22:07","2005-06-24 19:28:07",5,422,"MELVIN ELLINGTON",2,"Woodridge, Australia",302,"FANTASIA PARK",10,Games,11401,"2005-06-19 16:22:07",2.99
2748,"2005-06-19 16:22:26","2005-06-21 21:55:26",2,473,"JORGE OLIVARES",2,"Woodridge, Australia",113,"CALIFORNIA BIRDS",15,Sports,12785,"2005-06-19 16:22:26",4.99
2749,"2005-06-19 16:27:35","2005-06-25 21:06:35",6,358,"SAMUEL MARLOW",1,"Lethbridge, Canada",337,"FRIDA SLIPPER",9,Foreign,9668,"2005-06-19 16:27:35",2.99
2750,"2005-06-19 16:37:24","2005-06-20 13:55:24",1,197,"SUE PETERS",1,"Lethbridge, Canada",827,"SPICE SORORITY",7,Drama,5330,"2005-06-19 16:37:24",4.99
2751,"2005-06-19 16:39:23","2005-06-25 13:57:23",6,148,"ELEANOR HUNT",2,"Woodridge, Australia",285,"ENGLISH BULWORTH",14,Sci-Fi,4015,"2005-06-19 16:39:23",3.99
2752,"2005-06-19 16:44:18","2005-06-22 12:40:18",3,149,"VALERIE BLACK",2,"Woodridge, Australia",85,"BONNIE HOLOCAUST",6,Documentary,4065,"2005-06-19 16:44:18",0.99
2753,"2005-06-19 16:44:35","2005-06-24 13:45:35",5,23,"SARAH LEWIS",2,"Woodridge, Australia",525,"LOATHING LEGALLY",4,Classics,604,"2005-06-19 16:44:35",1.99
2754,"2005-06-19 16:55:59","2005-06-26 18:11:59",7,267,"MARGIE WADE",2,"Woodridge, Australia",382,"GRIT CLOCKWORK",10,Games,7218,"2005-06-19 16:55:59",4.99
2755,"2005-06-19 16:56:31","2005-06-27 12:02:31",8,506,"LESLIE SEWARD",2,"Woodridge, Australia",210,"DARKO DORADO",1,Action,13636,"2005-06-19 16:56:31",9.99
2756,"2005-06-19 16:57:42","2005-06-26 15:30:42",7,144,"CLARA SHAW",1,"Lethbridge, Canada",719,"RECORDS ZORRO",15,Sports,3883,"2005-06-19 16:57:42",4.99
2757,"2005-06-19 17:01:14","2005-06-28 11:38:14",9,243,"LYDIA BURKE",1,"Lethbridge, Canada",835,"SPY MILE",10,Games,6569,"2005-06-19 17:01:14",5.99
2758,"2005-06-19 17:04:35","2005-06-26 14:45:35",7,423,"ALFRED CASILLAS",2,"Woodridge, Australia",777,"SECRETARY ROUGE",15,Sports,11427,"2005-06-19 17:04:35",6.99
2759,"2005-06-19 17:10:24","2005-06-24 21:56:24",5,351,"JACK FOUST",2,"Woodridge, Australia",150,"CIDER DESIRE",6,Documentary,9489,"2005-06-19 17:10:24",2.99
2760,"2005-06-19 17:16:33","2005-06-26 14:58:33",7,192,"LAURIE LAWRENCE",2,"Woodridge, Australia",571,"METAL ARMAGEDDON",6,Documentary,5197,"2005-06-19 17:16:33",3.99
2761,"2005-06-19 17:22:17","2005-06-20 20:20:17",1,431,"JOEL FRANCISCO",1,"Lethbridge, Canada",462,"INSIDER ARIZONA",12,Music,11625,"2005-06-19 17:22:17",2.99
2762,"2005-06-19 17:22:31","2005-06-25 22:43:31",6,457,"BILL GAVIN",1,"Lethbridge, Canada",753,"RUSH GOODFELLAS",8,Family,12336,"2005-06-19 17:22:31",3.99
2763,"2005-06-19 17:23:34","2005-06-21 21:37:34",2,276,"BRANDY GRAVES",2,"Woodridge, Australia",680,"PINOCCHIO SIMON",5,Comedy,7470,"2005-06-19 17:23:34",4.99
2764,"2005-06-19 17:27:25","2005-06-28 17:18:25",9,479,"ZACHARY HITE",2,"Woodridge, Australia",374,"GRAFFITI LOVE",14,Sci-Fi,12933,"2005-06-19 17:27:25",6.99
2765,"2005-06-19 17:34:39","2005-06-27 23:26:39",8,478,"LEWIS LYMAN",1,"Lethbridge, Canada",228,"DETECTIVE VISION",4,Classics,12911,"2005-06-19 17:34:39",4.99
2766,"2005-06-19 17:45:15","2005-06-23 20:11:15",4,345,"CARL ARTIS",2,"Woodridge, Australia",749,"RULES HUMAN",11,Horror,9318,"2005-06-19 17:45:15",4.99
2767,"2005-06-19 17:46:35","2005-06-24 22:42:35",5,596,"ENRIQUE FORSYTHE",1,"Lethbridge, Canada",882,"TENENBAUMS COMMAND",7,Drama,15963,"2005-06-19 17:46:35",1.99
2768,"2005-06-19 17:46:52","2005-06-25 21:49:52",6,129,"CARRIE PORTER",1,"Lethbridge, Canada",663,"PATIENT SISTER",4,Classics,3472,"2005-06-19 17:46:52",0.99
2769,"2005-06-19 17:52:14","2005-06-26 20:30:14",7,354,"JUSTIN NGO",1,"Lethbridge, Canada",271,"EASY GLADIATOR",1,Action,9556,"2005-06-19 17:52:14",6.99
2770,"2005-06-19 17:54:22","2005-06-26 23:09:22",7,533,"JESSIE MILAM",2,"Woodridge, Australia",667,"PEACH INNOCENT",15,Sports,14346,"2005-06-19 17:54:22",6.99
2771,"2005-06-19 17:54:48","2005-06-27 17:14:48",8,262,"PATSY DAVIDSON",2,"Woodridge, Australia",8,"AIRPORT POLLOCK",11,Horror,7072,"2005-06-19 17:54:48",6.99
2772,"2005-06-19 17:59:27","2005-06-23 17:52:27",4,520,"MITCHELL WESTMORELAND",1,"Lethbridge, Canada",271,"EASY GLADIATOR",1,Action,13991,"2005-06-19 17:59:27",4.99
2773,"2005-06-19 18:04:18","2005-06-28 23:52:18",9,505,"RAFAEL ABNEY",1,"Lethbridge, Canada",902,"TRADING PINOCCHIO",15,Sports,13609,"2005-06-19 18:04:18",7.99
2774,"2005-06-19 18:05:11","2005-06-21 16:21:11",2,299,"JAMES GANNON",2,"Woodridge, Australia",616,"NATIONAL STORY",6,Documentary,8110,"2005-06-19 18:05:11",2.99
2775,"2005-06-19 18:14:20","2005-06-26 19:52:20",7,590,"SETH HANNON",1,"Lethbridge, Canada",147,"CHOCOLAT HARRY",8,Family,15795,"2005-06-19 18:14:20",2.99
2776,"2005-06-19 18:16:24","2005-06-26 14:43:24",7,551,"CLAYTON BARBEE",2,"Woodridge, Australia",376,"GRAPES FURY",9,Foreign,14786,"2005-06-19 18:16:24",3.99
2777,"2005-06-19 18:16:26","2005-06-20 13:43:26",1,230,"JOY GEORGE",2,"Woodridge, Australia",891,"TIMBERLAND SKY",4,Classics,6193,"2005-06-19 18:16:26",0.99
2778,"2005-06-19 18:18:12","2005-06-28 21:43:12",9,422,"MELVIN ELLINGTON",2,"Woodridge, Australia",737,"ROCK INSTINCT",11,Horror,11402,"2005-06-19 18:18:12",5.99
2779,"2005-06-19 18:19:07","2005-06-23 18:25:07",4,376,"RANDY GAITHER",2,"Woodridge, Australia",228,"DETECTIVE VISION",4,Classics,10177,"2005-06-19 18:19:07",0.99
2780,"2005-06-19 18:19:33","2005-06-28 22:29:33",9,360,"RALPH MADRIGAL",2,"Woodridge, Australia",330,"FORRESTER COMANCHEROS",2,Animation,9714,"2005-06-19 18:19:33",6.99
2781,"2005-06-19 18:24:42","2005-06-27 17:02:42",8,197,"SUE PETERS",1,"Lethbridge, Canada",273,"EFFECT GLADIATOR",8,Family,5331,"2005-06-19 18:24:42",2.99
2782,"2005-06-19 18:25:07","2005-06-22 14:10:07",3,156,"BERTHA FERGUSON",1,"Lethbridge, Canada",796,"SIERRA DIVIDE",15,Sports,4241,"2005-06-19 18:25:07",0.99
2783,"2005-06-19 18:29:10","2005-06-21 22:09:10",2,113,"CINDY FISHER",2,"Woodridge, Australia",609,"MUSCLE BRIGHT",16,Travel,3033,"2005-06-19 18:29:10",2.99
2784,"2005-06-19 18:40:29","2005-06-28 15:27:29",9,289,"VIOLET RODRIQUEZ",1,"Lethbridge, Canada",501,"KISSING DOLLS",1,Action,7817,"2005-06-19 18:40:29",10.99
2785,"2005-06-19 18:43:57","2005-06-24 15:36:57",5,137,"RHONDA KENNEDY",1,"Lethbridge, Canada",181,"CONTACT ANONYMOUS",16,Travel,3683,"2005-06-19 18:43:57",2.99
2786,"2005-06-19 18:46:43","2005-06-22 16:52:43",3,594,"EDUARDO HIATT",1,"Lethbridge, Canada",488,"JOON NORTHWEST",15,Sports,15907,"2005-06-19 18:46:43",0.99
2787,"2005-06-19 18:47:00","2005-06-22 20:22:00",3,307,"JOSEPH JOY",2,"Woodridge, Australia",739,"ROCKY WAR",7,Drama,8332,"2005-06-19 18:47:00",4.99
2788,"2005-06-19 18:48:11","2005-06-21 13:32:11",2,171,"DOLORES WAGNER",2,"Woodridge, Australia",319,"FISH OPUS",14,Sci-Fi,4636,"2005-06-19 18:48:11",2.99
2789,"2005-06-19 18:48:21","2005-06-21 21:50:21",2,514,"FRANKLIN TROUTMAN",2,"Woodridge, Australia",524,"LION UNCUT",5,Comedy,13842,"2005-06-19 18:48:21",0.99
2790,"2005-06-19 18:49:45","2005-06-21 00:13:45",2,97,"ANNIE RUSSELL",1,"Lethbridge, Canada",45,"ATTRACTION NEWTON",13,New,2622,"2005-06-19 18:49:45",4.99
2791,"2005-06-19 18:51:27","2005-06-22 19:35:27",3,299,"JAMES GANNON",2,"Woodridge, Australia",469,"IRON MOON",4,Classics,8111,"2005-06-19 18:51:27",4.99
2792,"2005-06-19 18:52:25","2005-06-23 17:39:25",4,437,"RANDALL NEUMANN",1,"Lethbridge, Canada",672,"PERFECT GROOVE",5,Comedy,11777,"2005-06-19 18:52:25",2.99
2793,"2005-06-19 18:52:37","2005-06-25 19:45:37",6,419,"CHAD CARBONE",1,"Lethbridge, Canada",160,"CLUB GRAFFITI",2,Animation,11326,"2005-06-19 18:52:37",2.99
2794,"2005-06-19 18:53:05","2005-06-22 13:15:05",3,85,"ANNE POWELL",1,"Lethbridge, Canada",427,"HOMEWARD CIDER",6,Documentary,2306,"2005-06-19 18:53:05",0.99
2795,"2005-06-19 18:58:53","2005-06-28 18:56:53",9,129,"CARRIE PORTER",2,"Woodridge, Australia",808,"SLING LUKE",4,Classics,3473,"2005-06-19 18:58:53",4.99
2796,"2005-06-19 19:00:37","2005-06-25 17:18:37",6,209,"TONYA CHAPMAN",2,"Woodridge, Australia",508,"LAMBS CINCINATTI",10,Games,5662,"2005-06-19 19:00:37",4.99
2797,"2005-06-19 19:04:32","2005-06-20 22:43:32",1,486,"GLEN TALBERT",2,"Woodridge, Australia",707,"QUEST MUSSOLINI",1,Action,13120,"2005-06-19 19:04:32",2.99
2798,"2005-06-19 19:07:48","2005-06-23 00:09:48",4,180,"STACY CUNNINGHAM",1,"Lethbridge, Canada",296,"EXPRESS LONELY",14,Sci-Fi,4893,"2005-06-19 19:07:48",2.99
2799,"2005-06-19 19:15:21","2005-06-21 21:35:21",2,576,"MORRIS MCCARTER",2,"Woodridge, Australia",1000,"ZORRO ARK",5,Comedy,15430,"2005-06-19 19:15:21",4.99
2800,"2005-06-19 19:15:56","2005-06-23 00:15:56",4,146,"JAMIE RICE",2,"Woodridge, Australia",40,"ARMY FLINTSTONES",6,Documentary,3956,"2005-06-19 19:15:56",0.99
2801,"2005-06-19 19:18:09","2005-06-20 20:11:09",1,29,"ANGELA HERNANDEZ",2,"Woodridge, Australia",999,"ZOOLANDER FICTION",3,Children,787,"2005-06-19 19:18:09",2.99
2802,"2005-06-19 19:18:17","2005-06-21 17:58:17",2,489,"RICARDO MEADOR",1,"Lethbridge, Canada",887,"THIEF PELICAN",2,Animation,13193,"2005-06-19 19:18:17",4.99
2803,"2005-06-19 19:18:27","2005-06-27 21:48:27",8,120,"SYLVIA ORTIZ",1,"Lethbridge, Canada",21,"AMERICAN CIRCUS",1,Action,3228,"2005-06-19 19:18:27",9.99
2804,"2005-06-19 19:24:54","2005-06-25 01:19:54",6,426,"BRADLEY MOTLEY",1,"Lethbridge, Canada",18,"ALTER VICTORY",2,Animation,11510,"2005-06-19 19:24:54",0.99
2805,"2005-06-19 19:29:17","2005-06-27 23:14:17",8,80,"MARILYN ROSS",2,"Woodridge, Australia",465,"INTERVIEW LIAISONS",13,New,2167,"2005-06-19 19:29:17",8.99
2806,"2005-06-19 19:30:48","2005-06-20 19:42:48",1,510,"BEN EASTER",2,"Woodridge, Australia",458,"INDIAN LOVE",8,Family,13738,"2005-06-19 19:30:48",0.99
2807,"2005-06-19 19:32:53","2005-06-25 00:30:53",6,194,"KRISTEN CHAVEZ",2,"Woodridge, Australia",620,"NEMO CAMPUS",14,Sci-Fi,5250,"2005-06-19 19:32:53",3.99
2808,"2005-06-19 19:34:45","2005-06-27 14:49:45",8,325,"TIMOTHY BUNN",2,"Woodridge, Australia",12,"ALASKA PHANTOM",12,Music,8782,"2005-06-19 19:34:45",2.99
2809,"2005-06-19 19:40:27","2005-06-27 15:28:27",8,44,"MARIE TURNER",1,"Lethbridge, Canada",388,"GUNFIGHT MOON",5,Comedy,1210,"2005-06-19 19:40:27",3.99
2810,"2005-06-19 19:44:12","2005-06-20 19:41:12",1,67,"KELLY TORRES",2,"Woodridge, Australia",560,"MARS ROMAN",10,Games,1827,"2005-06-19 19:44:12",0.99
2811,"2005-06-19 19:53:30","2005-06-22 23:21:30",3,457,"BILL GAVIN",1,"Lethbridge, Canada",850,"STORY SIDE",1,Action,12337,"2005-06-19 19:53:30",0.99
2812,"2005-06-19 19:58:16","2005-06-26 15:26:16",7,211,"STACEY MONTGOMERY",2,"Woodridge, Australia",662,"PATHS CONTROL",7,Drama,5720,"2005-06-19 19:58:16",8.99
2813,"2005-06-19 20:01:47","2005-06-27 01:51:47",8,284,"SONIA GREGORY",1,"Lethbridge, Canada",749,"RULES HUMAN",11,Horror,7684,"2005-06-19 20:01:47",6.99
2814,"2005-06-19 20:01:59","2005-06-26 01:28:59",7,10,"DOROTHY TAYLOR",2,"Woodridge, Australia",387,"GUN BONNIE",10,Games,258,"2005-06-19 20:01:59",0.99
2815,"2005-06-19 20:03:29","2005-06-25 22:50:29",6,27,"SHIRLEY ALLEN",2,"Woodridge, Australia",668,"PEAK FOREVER",15,Sports,725,"2005-06-19 20:03:29",4.99
2816,"2005-06-19 20:04:23","2005-06-20 21:09:23",1,94,"NORMA GONZALES",1,"Lethbridge, Canada",471,"ISLAND EXORCIST",4,Classics,2561,"2005-06-19 20:04:23",2.99
2817,"2005-06-19 20:05:22","2005-06-24 23:29:22",5,510,"BEN EASTER",2,"Woodridge, Australia",762,"SASSY PACKER",10,Games,13739,"2005-06-19 20:05:22",0.99
2818,"2005-06-19 20:05:52","2005-06-22 01:01:52",3,497,"GILBERT SLEDGE",2,"Woodridge, Australia",518,"LIAISONS SWEET",16,Travel,13381,"2005-06-19 20:05:52",4.99
2819,"2005-06-19 20:13:33","2005-06-26 16:44:33",7,82,"KATHRYN COLEMAN",2,"Woodridge, Australia",892,"TITANIC BOONDOCK",2,Animation,2223,"2005-06-19 20:13:33",8.99
2820,"2005-06-19 20:20:33","2005-06-26 20:32:33",7,316,"STEVEN CURLEY",2,"Woodridge, Australia",187,"CRANES RESERVOIR",15,Sports,8562,"2005-06-19 20:20:33",4.99
2821,"2005-06-19 20:26:52","2005-06-27 23:48:52",8,532,"NEIL RENNER",2,"Woodridge, Australia",559,"MARRIED GO",14,Sci-Fi,14309,"2005-06-19 20:26:52",3.99
2822,"2005-06-19 20:29:24","2005-06-23 02:21:24",4,48,"ANN EVANS",2,"Woodridge, Australia",786,"SHEPHERD MIDSUMMER",3,Children,1316,"2005-06-19 20:29:24",0.99
2823,"2005-06-19 20:30:21","2005-06-26 17:58:21",7,260,"CHRISTY VARGAS",2,"Woodridge, Australia",779,"SENSE GREEK",15,Sports,7019,"2005-06-19 20:30:21",7.99
2824,"2005-06-19 20:31:45","2005-06-29 00:40:45",10,506,"LESLIE SEWARD",1,"Lethbridge, Canada",631,"NOVOCAINE FLIGHT",15,Sports,13637,"2005-06-19 20:31:45",6.99
2825,"2005-06-19 20:32:19","2005-06-22 22:32:19",3,418,"JEFF EAST",2,"Woodridge, Australia",571,"METAL ARMAGEDDON",6,Documentary,11295,"2005-06-19 20:32:19",2.99
2826,"2005-06-19 20:41:35","2005-06-25 17:23:35",6,125,"ETHEL WEBB",1,"Lethbridge, Canada",653,"PANIC CLUB",11,Horror,3357,"2005-06-19 20:41:35",7.99
2827,"2005-06-19 20:50:01","2005-06-20 18:54:01",1,23,"SARAH LEWIS",2,"Woodridge, Australia",602,"MOURNING PURPLE",14,Sci-Fi,605,"2005-06-19 20:50:01",0.99
2828,"2005-06-19 20:51:33","2005-06-25 17:38:33",6,526,"KARL SEAL",2,"Woodridge, Australia",709,"RACER EGG",7,Drama,14145,"2005-06-19 20:51:33",2.99
2829,"2005-06-19 21:11:30","2005-06-24 18:10:30",5,341,"PETER MENARD",1,"Lethbridge, Canada",445,"HYDE DOCTOR",4,Classics,9219,"2005-06-19 21:11:30",2.99
2830,"2005-06-19 21:14:33","2005-06-21 17:46:33",2,21,"MICHELLE CLARK",1,"Lethbridge, Canada",451,"IGBY MAKER",16,Travel,550,"2005-06-19 21:14:33",4.99
2831,"2005-06-19 21:17:06","2005-06-22 16:56:06",3,468,"TIM CARY",1,"Lethbridge, Canada",891,"TIMBERLAND SKY",4,Classics,12621,"2005-06-19 21:17:06",0.99
2832,"2005-06-19 21:21:53","2005-06-28 23:00:53",9,593,"RENE MCALISTER",2,"Woodridge, Australia",181,"CONTACT ANONYMOUS",16,Travel,15878,"2005-06-19 21:21:53",4.99
2833,"2005-06-19 21:34:54","2005-06-28 16:21:54",9,232,"CONSTANCE REID",2,"Woodridge, Australia",431,"HOOSIERS BIRDCAGE",9,Foreign,6248,"2005-06-19 21:34:54",8.99
2834,"2005-06-19 21:41:46","2005-06-24 20:47:46",5,122,"THELMA MURRAY",1,"Lethbridge, Canada",631,"NOVOCAINE FLIGHT",15,Sports,3288,"2005-06-19 21:41:46",1.99
2835,"2005-06-19 21:44:11","2005-06-26 16:46:11",7,89,"JULIA FLORES",1,"Lethbridge, Canada",964,"WATERFRONT DELIVERANCE",1,Action,2416,"2005-06-19 21:44:11",7.99
2836,"2005-06-19 21:58:21","2005-06-27 00:41:21",8,306,"CHARLES KOWALSKI",1,"Lethbridge, Canada",319,"FISH OPUS",14,Sci-Fi,8297,"2005-06-19 21:58:21",6.99
2837,"2005-06-19 22:03:50","2005-06-20 21:24:50",1,371,"BILLY POULIN",2,"Woodridge, Australia",91,"BOUND CHEAPER",4,Classics,10029,"2005-06-19 22:03:50",0.99
2838,"2005-06-19 22:06:06","2005-06-25 22:30:06",6,292,"MISTY LAMBERT",1,"Lethbridge, Canada",29,"ANTITRUST TOMATOES",1,Action,7898,"2005-06-19 22:06:06",3.99
2839,"2005-06-19 22:07:24","2005-06-23 16:37:24",4,256,"MABEL HOLLAND",1,"Lethbridge, Canada",844,"STEERS ARMAGEDDON",15,Sports,6900,"2005-06-19 22:07:24",4.99
2840,"2005-06-19 22:17:44","2005-06-26 00:36:44",7,236,"MARCIA DEAN",1,"Lethbridge, Canada",245,"DOUBLE WRATH",2,Animation,6352,"2005-06-19 22:17:44",3.99
2841,"2005-06-19 22:21:06","2005-06-28 00:56:06",9,193,"KATIE ELLIOTT",2,"Woodridge, Australia",133,"CHAMBER ITALIAN",12,Music,5223,"2005-06-19 22:21:06",6.99
2842,"2005-06-19 22:34:20","2005-06-22 03:46:20",3,217,"AGNES BISHOP",1,"Lethbridge, Canada",911,"TRIP NEWTON",1,Action,5885,"2005-06-19 22:34:20",4.99
2843,"2005-06-19 22:36:39","2005-06-26 22:33:39",7,148,"ELEANOR HUNT",2,"Woodridge, Australia",331,"FORWARD TEMPLE",10,Games,4016,"2005-06-19 22:36:39",3.99
2844,"2005-06-19 22:40:12","2005-06-24 03:58:12",5,178,"MARION SNYDER",1,"Lethbridge, Canada",973,"WIFE TURN",6,Documentary,4829,"2005-06-19 22:40:12",6.99
2845,"2005-06-19 22:46:37","2005-06-23 03:31:37",4,583,"MARSHALL THORN",2,"Woodridge, Australia",861,"SUIT WALLS",10,Games,15616,"2005-06-19 22:46:37",5.99
2846,"2005-06-19 22:52:14","2005-06-22 17:12:14",3,193,"KATIE ELLIOTT",1,"Lethbridge, Canada",141,"CHICAGO NORTH",10,Games,5224,"2005-06-19 22:52:14",4.99
2847,"2005-06-19 22:54:01","2005-06-27 23:05:01",8,148,"ELEANOR HUNT",2,"Woodridge, Australia",275,"EGYPT TENENBAUMS",11,Horror,4017,"2005-06-19 22:54:01",5.99
2848,"2005-06-19 22:55:37","2005-06-25 23:10:37",6,19,"RUTH MARTINEZ",2,"Woodridge, Australia",756,"SADDLE ANTITRUST",5,Comedy,497,"2005-06-19 22:55:37",2.99
2849,"2005-06-19 23:06:00","2005-06-25 18:36:00",6,283,"FELICIA SUTTON",2,"Woodridge, Australia",791,"SHOW LORD",6,Documentary,7656,"2005-06-19 23:06:00",7.99
2850,"2005-06-19 23:06:28","2005-06-28 03:30:28",9,262,"PATSY DAVIDSON",2,"Woodridge, Australia",45,"ATTRACTION NEWTON",13,New,7073,"2005-06-19 23:06:28",8.99
2851,"2005-06-19 23:07:03","2005-06-22 17:26:03",3,361,"LAWRENCE LAWTON",1,"Lethbridge, Canada",468,"INVASION CYCLONE",3,Children,9747,"2005-06-19 23:07:03",2.99
2852,"2005-06-19 23:08:50","2005-06-26 04:00:50",7,453,"CALVIN MARTEL",2,"Woodridge, Australia",591,"MONSOON CAUSE",10,Games,12225,"2005-06-19 23:08:50",5.99
2853,"2005-06-19 23:09:41","2005-06-28 00:51:41",9,453,"CALVIN MARTEL",2,"Woodridge, Australia",564,"MASSAGE IMAGE",2,Animation,12226,"2005-06-19 23:09:41",7.99
2854,"2005-06-19 23:11:48","2005-06-23 19:37:48",4,81,"ANDREA HENDERSON",1,"Lethbridge, Canada",973,"WIFE TURN",6,Documentary,2198,"2005-06-19 23:11:48",5.99
2855,"2005-06-19 23:11:49","2005-06-26 21:52:49",7,483,"VERNON CHAPA",1,"Lethbridge, Canada",765,"SATURN NAME",5,Comedy,13038,"2005-06-19 23:11:49",4.99
2856,"2005-06-19 23:13:04","2005-06-23 22:47:04",4,210,"ELLA OLIVER",1,"Lethbridge, Canada",406,"HAUNTING PIANIST",10,Games,5690,"2005-06-19 23:13:04",0.99
2857,"2005-06-19 23:15:15","2005-06-25 04:24:15",6,364,"BENJAMIN VARNEY",2,"Woodridge, Australia",633,"OCTOBER SUBMARINE",4,Classics,9839,"2005-06-19 23:15:15",4.99
2858,"2005-06-19 23:17:11","2005-06-21 19:07:11",2,268,"NINA SOTO",2,"Woodridge, Australia",576,"MIGHTY LUCK",6,Documentary,7250,"2005-06-19 23:17:11",2.99
2859,"2005-06-19 23:18:42","2005-06-20 22:38:42",1,147,"JOANNE ROBERTSON",1,"Lethbridge, Canada",25,"ANGELS LIFE",13,New,3982,"2005-06-19 23:18:42",2.99
2860,"2005-06-19 23:20:40","2005-06-21 04:59:40",2,107,"FLORENCE WOODS",1,"Lethbridge, Canada",668,"PEAK FOREVER",15,Sports,2877,"2005-06-19 23:20:40",4.99
2861,"2005-06-19 23:21:34","2005-06-26 17:32:34",7,116,"VICTORIA GIBSON",2,"Woodridge, Australia",326,"FLYING HOOK",2,Animation,3127,"2005-06-19 23:21:34",3.99
2862,"2005-06-19 23:47:24","2005-06-23 03:39:24",4,52,"JULIE SANCHEZ",2,"Woodridge, Australia",926,"UNTOUCHABLES SUNRISE",6,Documentary,1428,"2005-06-19 23:47:24",2.99
2863,"2005-06-19 23:58:38","2005-06-23 23:27:38",4,228,"ALLISON STANLEY",2,"Woodridge, Australia",526,"LOCK REAR",16,Travel,6137,"2005-06-19 23:58:38",2.99
2864,"2005-06-20 00:00:52","2005-06-26 04:21:52",6,493,"BRENT HARKINS",1,"Lethbridge, Canada",235,"DIVIDE MONSTER",14,Sci-Fi,13280,"2005-06-20 00:00:52",2.99
2865,"2005-06-20 00:00:55","2005-06-21 02:20:55",1,10,"DOROTHY TAYLOR",2,"Woodridge, Australia",344,"FURY MURDER",3,Children,259,"2005-06-20 00:00:55",0.99
2866,"2005-06-20 00:01:36","2005-06-20 21:39:36",0,44,"MARIE TURNER",2,"Woodridge, Australia",596,"MOONSHINE CABIN",10,Games,1211,"2005-06-20 00:01:36",4.99
2867,"2005-06-20 00:08:38","2005-06-23 19:35:38",3,483,"VERNON CHAPA",1,"Lethbridge, Canada",19,"AMADEUS HOLY",1,Action,13039,"2005-06-20 00:08:38",0.99
2868,"2005-06-20 00:08:58","2005-06-25 21:23:58",5,214,"KRISTIN JOHNSTON",2,"Woodridge, Australia",269,"EARRING INSTINCT",8,Family,5808,"2005-06-20 00:08:58",2.99
2869,"2005-06-20 00:09:25","2005-06-24 04:40:25",4,155,"GAIL KNIGHT",1,"Lethbridge, Canada",294,"EXPECATIONS NATURAL",16,Travel,4215,"2005-06-20 00:09:25",4.99
2870,"2005-06-20 00:17:46","2005-06-28 20:21:46",8,467,"ALVIN DELOACH",2,"Woodridge, Australia",48,"BACKLASH UNDEFEATED",3,Children,12585,"2005-06-20 00:17:46",9.99
2871,"2005-06-20 00:27:49","2005-06-29 01:36:49",9,443,"FRANCISCO SKIDMORE",1,"Lethbridge, Canada",377,"GREASE YOUTH",8,Family,11948,"2005-06-20 00:27:49",2.99
2872,"2005-06-20 00:38:21","2005-06-26 19:56:21",6,240,"MARLENE WELCH",2,"Woodridge, Australia",827,"SPICE SORORITY",7,Drama,6479,"2005-06-20 00:38:21",5.99
2873,"2005-06-20 00:41:25","2005-06-25 02:06:25",5,160,"ERIN DUNN",2,"Woodridge, Australia",730,"RIDGEMONT SUBMARINE",13,New,4347,"2005-06-20 00:41:25",2.99
2874,"2005-06-20 00:42:26","2005-06-28 01:37:26",8,166,"LYNN PAYNE",2,"Woodridge, Australia",73,"BINGO TALENTED",14,Sci-Fi,4491,"2005-06-20 00:42:26",5.99
2875,"2005-06-20 00:47:18","2005-06-25 18:54:18",5,186,"HOLLY FOX",1,"Lethbridge, Canada",661,"PAST SUICIDES",9,Foreign,5049,"2005-06-20 00:47:18",4.99
2876,"2005-06-20 01:06:34","2005-06-23 04:55:34",3,39,"DEBRA NELSON",2,"Woodridge, Australia",685,"PLATOON INSTINCT",13,New,1073,"2005-06-20 01:06:34",4.99
2877,"2005-06-20 01:07:16","2005-06-24 01:05:16",4,267,"MARGIE WADE",1,"Lethbridge, Canada",109,"BUTTERFLY CHOCOLAT",13,New,7219,"2005-06-20 01:07:16",1.99
2878,"2005-06-20 01:09:14","2005-06-21 21:40:14",1,88,"BONNIE HUGHES",2,"Woodridge, Australia",895,"TOMORROW HUSTLER",4,Classics,2391,"2005-06-20 01:09:14",2.99
2879,"2005-06-20 01:24:10","2005-06-28 20:12:10",8,583,"MARSHALL THORN",1,"Lethbridge, Canada",417,"HILLS NEIGHBORS",1,Action,15617,"2005-06-20 01:24:10",3.99
2880,"2005-06-20 01:24:54","2005-06-23 02:42:54",3,193,"KATIE ELLIOTT",1,"Lethbridge, Canada",370,"GORGEOUS BINGO",3,Children,5225,"2005-06-20 01:24:54",2.99
2881,"2005-06-20 01:26:18","2005-06-26 23:42:18",6,307,"JOSEPH JOY",1,"Lethbridge, Canada",305,"FATAL HAUNTED",13,New,8333,"2005-06-20 01:26:18",2.99
2882,"2005-06-20 01:26:26","2005-06-21 19:33:26",1,152,"ALICIA MILLS",2,"Woodridge, Australia",45,"ATTRACTION NEWTON",13,New,4138,"2005-06-20 01:26:26",4.99
2883,"2005-06-20 01:29:10","2005-06-28 06:12:10",8,320,"ANTHONY SCHWAB",2,"Woodridge, Australia",127,"CAT CONEHEADS",5,Comedy,8657,"2005-06-20 01:29:10",7.99
2884,"2005-06-20 01:31:16","2005-06-21 04:03:16",1,319,"RONALD WEINER",2,"Woodridge, Australia",743,"ROOM ROMAN",2,Animation,8630,"2005-06-20 01:31:16",0.99
